File Name,Average Distance
small_000.csv,0.03802605528785893
small_001.csv,0.06332189392244207
small_002.csv,0.1369616191221771
small_003.csv,0.18979478938182065
small_004.csv,0.26543380268123823
small_005.csv,0.3066695247694779
small_006.csv,0.34671866350198516
small_007.csv,0.38343028708363897
small_008.csv,0.4318647700836983
small_009.csv,0.4774465695483727
small_010.csv,0.5401276752785522
small_011.csv,0.5843213027419423
small_012.csv,0.6681469675637637
small_013.csv,0.7223615406319878
small_014.csv,0.7690927555619732
small_015.csv,0.8411732702084551
small_016.csv,0.8997679779499738
small_017.csv,0.9651308469974479
small_018.csv,1.0272068264304322
small_019.csv,1.1203592057051956
small_020.csv,1.1964457471364354
small_021.csv,1.2801639289211844
small_022.csv,1.3182336807114179
small_023.csv,1.369649603141099
small_024.csv,1.482096462632028
small_025.csv,1.5554351005423381
small_026.csv,1.5729547835114182
small_027.csv,1.627194857552658
small_028.csv,1.6937643487884864
small_029.csv,1.7589979870048258
small_030.csv,1.8364182330529786
small_031.csv,1.885217356016838
small_032.csv,1.9354315984731114
small_033.csv,1.95838468326825
